run_id,tick,active_cars,candidates,selected,conflicts,reserved_size
42,0,0,100,44,56,224
42,1,40,60,13,47,246
42,2,46,54,6,48,213
42,3,43,57,7,50,208
42,4,39,61,9,52,224
42,5,40,60,13,47,252
42,6,44,56,7,49,255
42,7,41,59,9,50,241
42,8,44,56,10,46,263
42,9,46,53,6,47,244
42,10,46,53,6,47,242
42,11,43,56,11,45,262
42,12,48,49,7,42,259
42,13,47,50,4,46,229
42,14,45,51,11,40,270
42,15,47,50,8,42,261
42,16,46,51,6,45,240
42,17,46,49,7,42,233
42,18,43,54,6,48,224
42,19,42,53,10,43,244
42,20,44,51,7,44,227
42,21,44,51,4,47,204
42,22,38,56,11,45,226
42,23,40,52,9,43,242
42,24,45,47,6,41,226
42,25,44,45,9,36,227
42,26,46,43,5,38,208
42,27,44,43,4,39,184
42,28,38,48,8,40,186
42,29,40,49,13,36,224
42,30,39,50,7,43,218
42,31,39,44,8,36,243
42,32,41,45,5,40,228
42,33,43,39,6,33,223
42,34,38,46,9,37,234
42,35,36,43,5,38,219
42,36,39,37,7,30,227
42,37,41,38,6,32,215
42,38,44,32,3,29,193
42,39,40,32,6,26,184
42,40,34,40,7,33,190
42,41,35,37,7,30,196
42,42,34,37,5,32,181
42,43,32,41,8,33,196
42,44,33,33,3,30,186
42,45,33,37,1,36,155
42,46,27,37,2,35,136
42,47,26,39,8,31,153
42,48,31,29,2,27,130
42,49,26,37,8,29,153
42,50,31,26,3,23,141
42,51,28,28,5,23,140
42,52,27,28,7,21,157
42,53,30,25,5,20,159
42,54,25,27,6,21,165
42,55,29,20,3,17,153
42,56,31,18,3,15,151
42,57,26,20,6,14,144
42,58,27,20,7,13,165
42,59,29,17,2,15,150
42,60,29,16,5,11,145
42,61,26,13,5,8,143
42,62,25,12,2,10,121
42,63,23,15,2,13,115
42,64,20,14,5,9,117
42,65,21,15,4,11,113
42,66,23,11,3,8,109
42,67,24,11,2,9,99
42,68,21,10,5,5,108
42,69,19,10,3,7,101
42,70,18,9,4,5,120
42,71,18,9,3,6,122
42,72,19,8,3,5,121
42,73,21,5,2,3,114
42,74,22,5,2,3,104
42,75,21,4,3,1,101
42,76,19,3,2,1,83
42,77,17,4,2,2,82
42,78,16,5,2,3,83
42,79,15,2,2,0,77
42,80,15,2,2,0,72
42,81,12,1,1,0,63
42,82,12,0,0,0,50
42,83,11,0,0,0,38
42,84,8,0,0,0,27
42,85,6,0,0,0,19
42,86,4,0,0,0,13
42,87,4,0,0,0,9
42,88,2,0,0,0,5
42,89,1,0,0,0,3
42,90,1,0,0,0,2
42,91,1,0,0,0,1
43,0,0,100,48,52,249
43,1,44,56,11,45,270
43,2,46,54,7,47,271
43,3,47,53,9,44,261
43,4,49,51,5,46,240
43,5,45,55,8,47,228
43,6,44,56,10,46,229
43,7,44,55,8,47,216
43,8,42,57,8,49,222
43,9,39,59,10,49,229
43,10,45,53,5,48,222
43,11,40,58,8,50,222
43,12,45,52,7,45,229
43,13,40,56,8,48,227
43,14,43,55,6,49,219
43,15,40,57,12,45,253
43,16,46,51,6,45,243
43,17,45,53,9,44,283
43,18,46,50,8,42,277
43,19,48,46,6,40,267
43,20,46,46,6,40,248
43,21,42,51,6,45,232
43,22,40,51,9,42,258
43,23,42,49,7,42,243
43,24,45,45,4,41,217
43,25,41,50,7,43,216
43,26,41,48,5,43,207
43,27,38,49,6,43,214
43,28,35,50,10,40,242
43,29,39,46,7,39,252
43,30,43,46,5,41,249
43,31,39,44,8,36,239
43,32,45,42,6,36,235
43,33,44,40,5,35,207
43,34,37,45,7,38,229
43,35,38,43,10,33,249
43,36,41,37,8,29,263
43,37,45,36,8,28,275
43,38,46,35,5,30,252
43,39,43,40,4,36,236
43,40,38,41,4,37,205
43,41,36,39,8,31,213
43,42,41,37,5,32,219
43,43,40,32,7,25,225
43,44,43,31,2,29,198
43,45,37,36,7,29,185
43,46,33,34,2,32,150
43,47,30,39,6,33,154
43,48,29,32,7,25,162
43,49,31,28,6,22,170
43,50,31,28,4,24,155
43,51,31,32,5,27,158
43,52,31,30,7,23,165
43,53,30,21,2,19,143
43,54,27,24,4,20,138
43,55,27,25,4,21,128
43,56,25,22,7,15,144
43,57,28,21,3,18,148
43,58,26,22,6,16,163
43,59,28,15,3,12,146
43,60,24,23,6,17,156
43,61,27,21,5,16,152
43,62,30,15,1,14,129
43,63,24,17,5,12,130
43,64,28,13,3,10,127
43,65,24,13,4,9,128
43,66,23,12,2,10,113
43,67,22,11,2,9,101
43,68,19,10,7,3,127
43,69,23,7,2,5,112
43,70,19,11,3,8,105
43,71,20,9,4,5,108
43,72,21,4,1,3,89
43,73,19,6,2,4,82
43,74,18,6,4,2,93
43,75,17,6,2,4,87
43,76,18,4,1,3,72
43,77,14,3,2,1,72
43,78,13,2,0,2,56
43,79,11,5,3,2,62
43,80,12,4,2,2,59
43,81,10,2,2,0,61
43,82,10,2,1,1,57
43,83,11,1,1,0,57
43,84,11,1,0,1,45
43,85,9,1,1,0,43
43,86,7,1,0,1,33
43,87,6,1,1,0,34
43,88,7,1,1,0,36
43,89,6,1,1,0,32
43,90,6,0,0,0,25
43,91,6,0,0,0,19
43,92,5,0,0,0,13
43,93,4,0,0,0,8
43,94,2,0,0,0,4
43,95,1,0,0,0,2
43,96,1,0,0,0,1
44,0,0,100,47,53,225
44,1,45,55,7,48,249
44,2,43,57,8,49,251
44,3,43,57,9,48,255
44,4,46,54,9,45,267
44,5,48,52,10,42,277
44,6,50,50,7,43,274
44,7,49,51,9,42,277
44,8,50,50,6,44,265
44,9,49,51,10,41,273
44,10,49,51,12,39,279
44,11,53,46,5,41,264
44,12,47,52,10,42,290
44,13,46,53,12,41,313
44,14,50,47,6,41,281
44,15,49,48,8,40,260
44,16,47,49,7,42,252
44,17,47,48,7,41,249
44,18,43,52,10,42,272
44,19,42,50,7,43,282
44,20,43,51,3,48,264
44,21,39,56,8,48,282
44,22,43,51,8,43,288
44,23,46,45,7,38,264
44,24,50,40,5,35,258
44,25,44,47,5,42,244
44,26,39,48,13,35,280
44,27,48,40,2,38,250
44,28,42,48,9,39,241
44,29,39,49,6,43,227
44,30,41,44,5,39,220
44,31,39,47,5,42,206
44,32,37,46,7,39,219
44,33,38,48,8,40,207
44,34,41,45,8,37,224
44,35,40,44,6,38,218
44,36,40,39,10,29,241
44,37,41,38,7,31,222
44,38,43,33,2,31,192
44,39,34,39,6,33,180
44,40,34,38,2,36,152
44,41,34,35,5,30,143
44,42,27,36,7,29,152
44,43,26,37,8,29,190
44,44,29,36,5,31,194
44,45,28,33,6,27,211
44,46,32,27,4,23,198
44,47,32,26,2,24,179
44,48,31,28,6,22,180
44,49,34,23,4,19,175
44,50,33,26,4,22,163
44,51,32,22,2,20,146
44,52,27,27,4,23,146
44,53,28,23,4,19,147
44,54,25,22,3,19,131
44,55,25,20,5,15,145
44,56,26,18,2,16,122
44,57,22,22,5,17,130
44,58,22,25,8,17,154
44,59,26,19,3,16,141
44,60,26,16,1,15,117
44,61,26,18,5,13,119
44,62,24,14,1,13,93
44,63,21,14,6,8,99
44,64,23,16,6,10,111
44,65,25,12,3,9,110
44,66,20,18,3,15,91
44,67,18,14,5,9,105
44,68,19,14,4,10,112
44,69,20,10,1,9,91
44,70,19,10,3,7,85
44,71,17,11,2,9,81
44,72,17,11,1,10,67
44,73,14,9,4,5,78
44,74,15,6,1,5,66
44,75,13,8,4,4,87
44,76,15,5,1,4,72
44,77,13,5,0,5,56
44,78,10,5,3,2,72
44,79,13,4,3,1,73
44,80,14,6,4,2,90
44,81,13,4,3,1,88
44,82,14,2,1,1,79
44,83,13,3,2,1,79
44,84,14,4,3,1,83
44,85,14,2,0,2,66
44,86,13,2,2,0,63
44,87,15,3,3,0,69
44,88,16,0,0,0,51
44,89,9,0,0,0,35
44,90,8,0,0,0,26
44,91,6,0,0,0,18
44,92,4,0,0,0,12
44,93,3,0,0,0,8
44,94,2,0,0,0,5
44,95,1,0,0,0,3
44,96,1,0,0,0,2
44,97,1,0,0,0,1
45,0,0,100,47,53,233
45,1,42,58,14,44,277
45,2,47,53,7,46,266
45,3,51,49,7,42,263
45,4,46,54,9,45,279
45,5,44,56,10,46,282
45,6,49,50,5,45,248
45,7,48,51,10,41,260
45,8,51,47,7,40,243
45,9,50,49,4,45,206
45,10,43,55,4,51,178
45,11,38,59,10,49,184
45,12,39,57,7,50,170
45,13,39,58,10,48,213
45,14,39,57,10,47,240
45,15,41,56,4,52,221
45,16,35,62,8,54,232
45,17,39,58,10,48,257
45,18,42,55,6,49,238
45,19,43,52,6,46,232
45,20,42,52,5,47,218
45,21,43,51,5,46,210
45,22,44,52,8,44,207
45,23,39,55,11,44,235
45,24,41,50,5,45,230
45,25,40,52,8,44,231
45,26,40,46,6,40,216
45,27,40,45,7,38,227
45,28,42,45,7,38,236
45,29,43,39,6,33,233
45,30,44,42,8,34,236
45,31,42,41,7,34,246
45,32,41,38,8,30,248
45,33,42,39,3,36,217
45,34,37,44,4,40,219
45,35,33,45,5,40,208
45,36,34,41,9,32,246
45,37,40,40,10,30,273
45,38,44,37,6,31,253
45,39,42,32,4,28,225
45,40,41,36,7,29,231
45,41,40,29,5,24,226
45,42,39,29,4,25,207
45,43,36,33,5,28,209
45,44,35,33,5,28,198
45,45,37,32,2,30,174
45,46,35,32,2,30,156
45,47,34,27,4,23,141
45,48,29,28,5,23,135
45,49,27,27,5,22,139
45,50,27,32,4,28,127
45,51,26,31,7,24,152
45,52,25,30,7,23,154
45,53,27,22,5,17,158
45,54,29,22,6,16,178
45,55,33,18,5,13,173
45,56,31,20,2,18,151
45,57,27,23,5,18,146
45,58,27,21,3,18,132
45,59,27,16,4,12,135
45,60,29,15,3,12,121
45,61,27,16,4,12,117
45,62,23,16,7,9,134
45,63,23,13,2,11,110
45,64,22,15,3,12,109
45,65,22,14,3,11,108
45,66,23,14,2,12,99
45,67,18,15,4,11,96
45,68,19,12,0,12,74
45,69,15,13,3,10,78
45,70,15,11,4,7,90
45,71,14,12,6,6,105
45,72,18,7,3,4,100
45,73,18,8,3,5,98
45,74,20,3,2,1,96
45,75,20,1,0,1,74
45,76,17,7,4,3,83
45,77,15,5,2,3,75
45,78,11,7,4,3,73
45,79,15,5,2,3,74
45,80,16,5,2,3,69
45,81,13,6,4,2,83
45,82,15,6,3,3,80
45,83,16,5,4,1,86
45,84,16,2,0,2,66
45,85,13,3,1,2,54
45,86,10,2,2,0,52
45,87,12,2,1,1,49
45,88,13,1,1,0,45
45,89,8,1,0,1,31
45,90,5,1,0,1,23
45,91,5,0,0,0,18
45,92,4,0,0,0,13
45,93,4,1,1,0,17
45,94,3,1,1,0,14
45,95,4,0,0,0,10
45,96,2,0,0,0,6
45,97,1,0,0,0,4
45,98,1,0,0,0,3
45,99,1,0,0,0,2
45,100,1,0,0,0,1
46,0,0,100,43,57,194
46,1,37,63,10,53,216
46,2,40,60,10,50,236
46,3,45,55,4,51,205
46,4,39,61,8,53,221
46,5,40,60,10,50,229
46,6,44,56,6,50,225
46,7,40,60,5,55,204
46,8,39,60,9,51,219
46,9,38,60,5,55,210
46,10,38,60,11,49,245
46,11,43,54,5,49,241
46,12,41,56,6,50,235
46,13,38,58,7,51,228
46,14,42,54,9,45,236
46,15,43,52,9,43,245
46,16,43,50,8,42,244
46,17,45,48,8,40,239
46,18,44,50,5,45,216
46,19,40,52,10,42,242
46,20,43,48,6,42,230
46,21,37,53,10,43,255
46,22,41,46,8,38,256
46,23,46,42,7,35,247
46,24,44,46,6,40,231
46,25,41,48,5,43,215
46,26,38,50,6,44,212
46,27,36,52,10,42,246
46,28,43,45,6,39,239
46,29,45,39,4,35,218
46,30,40,47,12,35,251
46,31,43,42,5,37,246
46,32,42,44,10,34,257
46,33,46,35,4,31,224
46,34,47,38,6,32,212
46,35,41,39,5,34,193
46,36,41,41,7,34,186
46,37,42,41,6,35,183
46,38,36,45,9,36,200
46,39,39,37,4,33,179
46,40,36,38,8,30,184
46,41,33,43,6,37,185
46,42,32,35,2,33,163
46,43,30,40,5,35,158
46,44,29,37,5,32,153
46,45,30,32,6,26,166
46,46,31,34,5,29,161
46,47,33,31,4,27,148
46,48,30,31,5,26,149
46,49,27,30,4,26,138
46,50,26,33,5,28,147
46,51,27,27,5,22,162
46,52,27,26,4,22,169
46,53,28,28,4,24,169
46,54,29,23,2,21,153
46,55,25,22,5,17,161
46,56,27,25,5,20,164
46,57,30,20,4,16,164
46,58,24,22,2,20,145
46,59,25,18,2,16,131
46,60,23,20,2,18,112
46,61,21,20,4,16,130
46,62,23,18,2,16,121
46,63,20,19,4,15,125
46,64,24,17,0,17,101
46,65,20,22,6,16,131
46,66,20,17,7,10,136
46,67,25,17,2,15,121
46,68,23,13,2,11,106
46,69,21,14,5,9,112
46,70,22,12,4,8,115
46,71,23,13,3,10,105
46,72,22,9,3,6,99
46,73,23,13,5,8,99
46,74,22,11,2,9,90
46,75,18,12,4,8,87
46,76,15,10,2,8,83
46,77,15,9,4,5,92
46,78,17,11,2,9,84
46,79,17,9,5,4,94
46,80,18,6,1,5,81
46,81,15,5,2,3,77
46,82,16,4,0,4,60
46,83,13,5,1,4,50
46,84,12,4,1,3,50
46,85,11,3,2,1,48
46,86,8,3,3,0,67
46,87,10,2,1,1,60
46,88,10,3,3,0,69
46,89,10,2,1,1,58
46,90,11,2,2,0,56
46,91,10,1,1,0,49
46,92,9,1,1,0,43
46,93,8,1,1,0,38
46,94,9,0,0,0,29
46,95,8,0,0,0,20
46,96,7,0,0,0,12
46,97,4,0,0,0,5
46,98,1,0,0,0,1
47,0,0,100,41,59,222
47,1,40,60,7,53,232
47,2,42,58,6,52,232
47,3,42,58,8,50,247
47,4,43,57,11,46,274
47,5,48,52,9,43,283
47,6,45,55,8,47,266
47,7,47,53,6,47,262
47,8,50,48,5,43,243
47,9,43,55,7,48,240
47,10,42,56,5,51,223
47,11,38,59,6,53,213
47,12,41,55,7,48,224
47,13,40,55,8,47,239
47,14,40,55,7,48,244
47,15,38,56,6,50,241
47,16,37,57,7,50,237
47,17,38,55,7,48,229
47,18,43,50,7,43,233
47,19,44,50,7,43,258
47,20,38,55,3,52,219
47,21,39,54,6,48,233
47,22,38,51,6,45,238
47,23,36,53,9,44,254
47,24,41,50,6,44,245
47,25,43,46,3,43,220
47,26,37,53,7,46,225
47,27,42,46,8,38,239
47,28,44,44,8,36,261
47,29,45,41,6,35,255
47,30,43,42,6,36,234
47,31,40,46,6,40,224
47,32,41,43,7,36,233
47,33,39,45,6,39,230
47,34,41,43,6,37,228
47,35,40,46,6,40,217
47,36,38,48,6,42,209
47,37,38,45,3,42,183
47,38,37,43,5,38,182
47,39,36,41,6,35,181
47,40,35,42,8,34,186
47,41,37,38,7,31,199
47,42,35,41,7,34,224
47,43,33,41,8,33,234
47,44,35,34,1,33,199
47,45,32,36,6,30,200
47,46,34,33,4,29,190
47,47,36,32,3,29,169
47,48,32,36,8,28,182
47,49,36,34,9,25,210
47,50,38,29,5,24,189
47,51,36,33,7,26,192
47,52,34,33,5,28,189
47,53,32,35,8,27,205
47,54,34,28,2,26,185
47,55,31,31,7,24,196
47,56,34,27,5,22,188
47,57,34,28,4,24,176
47,58,32,29,4,25,166
47,59,33,27,5,22,164
47,60,30,27,4,23,161
47,61,28,25,3,22,143
47,62,29,25,6,19,158
47,63,29,22,5,17,162
47,64,28,21,6,15,161
47,65,30,19,5,14,174
47,66,29,17,4,13,168
47,67,30,16,4,12,171
47,68,31,14,3,11,152
47,69,28,15,2,13,131
47,70,26,17,5,12,138
47,71,25,11,3,8,132
47,72,27,12,1,11,118
47,73,23,14,5,9,131
47,74,24,9,2,7,112
47,75,21,10,4,6,121
47,76,18,9,5,4,138
47,77,21,6,1,5,123
47,78,18,8,1,7,106
47,79,18,6,1,5,94
47,80,19,6,2,4,92
47,81,19,6,3,3,95
47,82,18,5,1,4,85
47,83,16,6,1,5,71
47,84,16,8,1,7,58
47,85,11,7,5,2,77
47,86,14,4,2,2,68
47,87,13,3,0,3,52
47,88,9,3,3,0,58
47,89,11,2,1,1,51
47,90,11,2,2,0,49
47,91,13,0,0,0,36
